Provinsi,Kabupaten,Kecamatan,Kelurahan,Posyandu,nomor_KK,NIK,nama_anak,jenis_kelamin,usiaoktober,latitude,longitude,bulan,status_stunting,tanggal
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055362109185,6371052703858423,Anak 16,P,52,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055362109185,6371052703858423,Anak 16,P,52,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055362109185,6371052703858423,Anak 16,P,52,-7.8586278,110.3601032,Agustus,1,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055362109185,6371052703858423,Anak 16,P,52,-7.8586278,110.3601032,September,1,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055362109185,6371052703858423,Anak 16,P,52,-7.8586278,110.3601032,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371055495101263,6371053652477820,Anak 17,L,29,-7.8586278,110.3601032,Oktober,1,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371053079831938,6371055403268662,Anak 18,L,30,-7.8586278,110.3601032,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Januari,1,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Februari,1,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Maret,1,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Mei,1,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371059633106901,6371055413316470,Anak 19,L,25,-7.8586278,110.3601032,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,April,1,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Mei,1,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,September,1,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371057144525298,6371054146893274,Anak 20,P,40,-7.8586278,110.3601032,Oktober,1,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,September,1,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052706175206,6371052809991453,Anak 21,L,31,-7.8586278,110.3601032,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Februari,1,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Juni,1,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,September,1,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371052507419883,6371059655131530,Anak 22,P,48,-7.8586278,110.3601032,Oktober,1,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Januari,1,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Juli,1,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Agustus,1,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371051900476267,6371058440666951,Anak 23,L,30,-7.8586278,110.3601032,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Agustus,1,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,September,1,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa B,Posyandu B,6371056039803297,6371052337694692,Anak 24,L,55,-7.8586278,110.3601032,Oktober,1,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056820155123,6371051922668380,Anak 25,P,46,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Maret,1,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371051104324614,6371052426437849,Anak 26,P,5,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Juli,1,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058233014466,6371052891477008,Anak 27,P,18,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056886491158,6371059400199169,Anak 28,P,34,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Januari,1,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Februari,1,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Mei,1,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Juni,1,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Juli,1,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Agustus,1,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371058407319548,6371054079642969,Anak 29,L,16,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,April,1,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Mei,0,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Juni,0,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Juli,0,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371052988969429,6371055914426956,Anak 30,P,43,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Januari,0,2020-01-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Februari,0,2020-02-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Maret,0,2020-03-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,April,0,2020-04-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Mei,1,2020-05-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Juni,1,2020-06-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Juli,1,2020-07-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Agustus,0,2020-08-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,September,0,2020-09-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371059887998393,6371059542687565,Anak 31,L,47,-7.8793371,110.3577614,Oktober,0,2020-10-16
Daerah Istimewa Yogyakarta,Bantul,Sewon,Desa C,Posyandu C,6371056091122986,6371052262241883,Anak 32,P,22,-7.8793371,110.3577614,Januari,0,2020-01-16
